UniprotID,prob_of_sol
P40123,0.5990555555555556
Q8TD31,0.48609126984126994
A6NHX0,0.5994801587301588
Q9BRK5,0.557751221001221
A5D8V7,0.6473333333333335
Q92793,0.7005865800865801
Q2M243,0.6407142857142856
O15467,0.6562673160173159
Q5JTY5,0.6284920634920634
P00915,0.6079166666666667
Q13042,0.5999444444444445
P0DPI3,0.6748484848484847
P49715,0.644420634920635
Q9C0D2,0.48590476190476195
P13569,0.4857222222222223
P54619,0.6593690476190476
Q8N0Z2,0.562218253968254
P63151,0.5113095238095239
O15254,0.5740119047619048
P51857,0.6148030303030303
Q9UKA4,0.610090909090909
P17174,0.760414502164502
Q9ULX6,0.5401904761904762
Q08043,0.5185450937950938
Q8WXG9,0.5477738095238095
Q9NP70,0.6810238095238094
P40617,0.6121269841269842
P02656,0.6341958874458874
O60678,0.49992063492063493
O14525,0.5888730158730159
Q3KR37,0.5650238095238095
P25705,0.7349047619047621
Q9BXY8,0.68610767010767
Q5SZJ8,0.5554935064935065
Q14692,0.5786150793650794
Q96Q07,0.5144141414141413
O15392,0.5559556277056277
O00478,0.7183015873015873
O75531,0.46844805194805195
Q9NSI6,0.5217784992784993
O14867,0.5832142857142859
Q96B45,0.5361141636141636
P23560,0.536689393939394
Q16611,0.5119365079365079
O95415,0.5293253968253969
Q9Y6R9,0.5417738095238096
A2IDD5,0.46925793650793657
Q68DN1,0.5960497835497836
A6NI79,0.6707554112554113
A6NCI8,0.47004761904761905
Q8WVQ1,0.5596269841269842
Q14444,0.6666858974358973
P20160,0.5784126984126984
Q96PB1,0.7095151515151514
Q9BXT2,0.5068607503607503
P32238,0.5632871017871017
A1L170,0.571330808080808
O60826,0.6679285714285713
Q0VFZ6,0.6633167388167389
Q3MIR4,0.5547789987789987
Q9UFE4,0.6129736652236651
Q8IX12,0.6573769841269842
Q96HB5,0.4621482683982685
Q9H0I3,0.6989062049062049
Q5T0U0,0.5447500000000001
P48052,0.4149364246864246
Q9H9P2,0.6383888888888889
A8MTT3,0.4580558608058608
Q9NRG0,0.5494603174603174
Q96N20,0.5572499999999999
Q8N8L2,0.49165079365079367
Q96PM5,0.517346681096681
P17041,0.6295793650793651
P57105,0.5894348984348984
Q7L3T8,0.6054960317460317
Q5T011,0.5618084415584416
Q86WS5,0.6085036075036075
Q9NYW3,0.5483583638583639
A0A286YF58,0.642624458874459
Q9BVT8,0.4408992673992674
Q9BSN7,0.551003885003885
O75663,0.6717380952380952
Q8WUH6,0.61625
Q4W5G0,0.5717142857142857
Q92734,0.604803391053391
P61812,0.4971428571428572
P05452,0.728069264069264
Q8IWB9,0.5507420634920634
Q5JRA6,0.4472142857142857
P12270,0.6161309523809524
Q96BQ3,0.49788888888888894
A6NLI5,0.5007698412698413
P06753,0.5278913308913308
Q969Q1,0.511968253968254
P07204,0.7156565656565655
O94826,0.6530277777777778
Q9H2K2,0.6260151515151515
O95857,0.6074444444444445
Q9BXU2,0.636892156862745
Q9BZM5,0.6056309523809523
P11172,0.46169191919191915
A6NNY8,0.5785357142857144
Q86UV5,0.6065750915750915
Q5THJ4,0.5250454545454545
Q8TED0,0.5354761904761903
Q15853,0.4999538239538239
O60763,0.6539166666666667
P15692,0.6218040293040292
Q6UXI7,0.6116904761904762
P18206,0.5099166666666668
Q9Y5K8,0.5687698412698413
Q99437,0.5694126984126985
Q9Y6I4,0.5553333333333333
A6NGB9,0.5678809523809524
Q8IWB7,0.620339466089466
O75554,0.7877738095238095
Q9Y279,0.6104642857142857
Q9GZT5,0.683404761904762
Q96GT9,0.5814141414141415
O43379,0.6418333333333334
Q8TB69,0.6738333333333334
Q9H0D2,0.5434722222222222
Q7Z3V5,0.5877737262737263
Q86XF7,0.6191666666666666
Q86YA3,0.5723095238095237
Q6ZSS3,0.5468885281385282
Q9ULC8,0.5366363636363637
Q9UID6,0.5656111111111111
Q05516,0.48329670329670327
Q96I27,0.4407222222222222
Q96CK0,0.4073016428016428
Q86UP3,0.5707619047619048
Q9H582,0.47566666666666657
Q9Y2G7,0.45866017316017316
Q8N859,0.5749047619047619
Q9UL36,0.46255555555555544
Q8N554,0.6021031746031745
Q16600,0.5111785714285714
Q9HCL3,0.5811269841269842
Q96NC0,0.5200093795093795
Q06732,0.5601984126984126
O60281,0.5445714285714286
Q9GZX5,0.6115966810966811
Q15697,0.4859379509379509
Q9C0F3,0.4922698412698412
Q9BWM5,0.47800000000000004
Q0VGE8,0.7465515873015873
P35237,0.6119444444444444
Q13291,0.5649734432234432
Q2TAL5,0.5403005050505051
Q8WXA9,0.5275847763347764
Q14515,0.5104007936507936
P0C672,0.5133543956043956
A6NLP5,0.6574848484848484
O75385,0.5723225108225108
P22309,0.536968253968254
O94782,0.4748704906204906
P62256,0.5989642857142857
Q8WVN8,0.5081746031746032
Q8WUN7,0.6716327561327563
Q9UBH6,0.6623192640692639
Q7Z5U6,0.5389126984126985
Q8TBZ3,0.6594523809523808
Q9UBV4,0.5893943001443003
Q5SXM1,0.5053333333333333
Q8TF20,0.6298690476190477
Q9NUD5,0.6835000000000001
A8MTY0,0.59625
Q9Y462,0.4500952380952381
Q9NRM2,0.5120317460317461
Q9UJU3,0.6012049062049063
O75800,0.6121257076257075
Q14202,0.5539444444444445
Q5SVZ6,0.6744999999999999
Q8N8C0,0.5325476190476192
P60852,0.6126349206349206
B4DU55,0.5735952380952382
P0CG23,0.582420634920635
Q16587,0.6332829392829393
Q5JVG2,0.5459813797313796
Q06730,0.5977142857142856
A6NJG2,0.6718574481074481
Q9Y285,0.48181349206349205
O00295,0.6330873015873014
Q5TAA0,0.5558492063492063
Q9BXA6,0.6153809523809524
Q9H0U9,0.5858888888888889
Q96PN8,0.5658809523809524
O14795,0.6061904761904763
Q9H3U1,0.6659514652014651
Q6UW78,0.5567959817959819
Q8NBZ7,0.6136111111111111
P19544,0.5919177489177488
Q9BZH6,0.4932738095238095
P18887,0.5883722943722943
Q6ZS81,0.598108585858586
Q9GZV5,0.5222182539682539
Q8WWM1,0.6349754901960784
Q64LD2,0.5967539682539683
P30291,0.6277094017094017
A8MPS7,0.6544025974025973
Q8N184,0.6281482683982684
Q9P0T4,0.4522087912087912
Q96NB3,0.5140674603174602
P0CJ78,0.5334761904761904
Q2M3W8,0.5538571428571428
Q8N393,0.7058712121212122
P17026,0.5638333333333333
O60688,0.5585476190476191
Q9H4Z2,0.5849679487179487
P55036,0.5773492063492064
Q3SYG4,0.6830992063492064
A8MTL3,0.6131666666666667
O43502,0.6447023809523809
Q9NX57,0.6523809523809524
A0A1B0GWK0,0.5535476190476191
Q01201,0.579376984126984
Q96PK6,0.5976388888888888
Q06141,0.5559285714285714
Q93062,0.5161889499389499
P53805,0.617531746031746
Q96CC6,0.559047619047619
A1A4S6,0.5630808080808081
Q5TG30,0.6113055555555555
O14715,0.5832075702075702
O14924,0.671632756132756
Q6R327,0.5454761904761906
Q2PPJ7,0.5669523809523809
O76081,0.5826349206349206
Q9UQ26,0.5262619047619047
P27635,0.5818959096459096
O00237,0.5061904761904761
Q6P161,0.5245909090909092
Q8WVZ7,0.5607777777777778
Q9H9A7,0.413563492063492
Q9BZE1,0.4057738095238095
O75116,0.7848214285714286
Q92834,0.41366738816738824
P78317,0.38595238095238094
P51398,0.3835952380952381
Q6ZR62,0.4257777777777778
P0C263,0.5023102453102454
P08621,0.4244603174603175
Q93073,0.5017921245421245
P31639,0.5016720779220779
P18405,0.5241016483516484
Q9NZJ4,0.5716031746031747
Q9Y6R1,0.612517094017094
Q96DW6,0.5835039682539683
Q9HBR0,0.5002698412698413
Q9Y6M7,0.6954126984126984
O95171,0.5164047619047619
Q9C0A6,0.7520548340548342
Q8NDZ2,0.5170833333333333
Q8TEJ3,0.47825641025641036
Q9NWM0,0.5567460317460318
Q8TAQ2,0.7370454545454546
Q9NX45,0.46671428571428564
Q9Y6H5,0.5518226773226774
Q96DI7,0.5159563492063493
Q9BQI6,0.6475238095238095
Q1XH10,0.6539682539682538
Q2VWA4,0.5341944444444445
Q96BD8,0.5247222222222222
Q6P3W7,0.4869484126984127
Q02446,0.6136641414141413
O60279,0.6501067821067821
P49223,0.5730555555555555
Q9NRL3,0.617297619047619
Q9HAC7,0.6343571428571427
O94864,0.6396666666666666
O95630,0.7095180375180375
Q8N3R3,0.7352380952380951
Q9Y4R8,0.4325465367965367
A0A087X1G2,0.6450670995670995
Q9BSH4,0.5552734487734488
Q5VVY1,0.5517728937728937
Q7Z3S9,0.6049166666666668
Q9H857,0.6845112044817927
Q8NH49,0.5834484126984127
Q9NZP2,0.6406085858585858
Q6ZVC0,0.5479722222222222
Q8NHB7,0.511531746031746
Q8NH83,0.4952380952380952
P58182,0.5032142857142856
Q8NGC7,0.5373531746031746
Q8NH69,0.5367142857142857
Q8NG77,0.5902738095238095
Q8NHC7,0.5816190476190476
Q8NGL2,0.6093333333333333
Q8NG76,0.6305030525030525
Q8NH61,0.6137871572871573
Q7RTM1,0.4875277777777779
Q9UKG9,0.4970119047619047
E9PI22,0.5922499999999999
P51582,0.5240103785103785
O15350,0.6425836385836385
O00443,0.5336020646020646
Q86UW2,0.6788006715506715
Q9Y619,0.5828730158730158
Q9P1Q5,0.5786666666666666
Q9NVD7,0.4878686868686868
Q7Z2X7,0.5038571428571429
Q8WXA2,0.5079456654456656
A0A075B759,0.5326468253968255
Q6ZVX9,0.5470974025974025
Q3KNV8,0.5433095238095238
O60331,0.6084242424242423
Q494U1,0.7025833333333332
Q9NXJ5,0.704128787878788
Q5VY43,0.5923427960927962
Q8NEN9,0.42933333333333334
P61457,0.7597857142857143
Q8TBY8,0.5084880952380952
Q5H9R7,0.5173849206349207
Q6P1K2,0.4998650793650793
Q9ULR3,0.573468253968254
Q12972,0.570559163059163
P20264,0.5674642857142858
Q9NQV5,0.6446666666666667
O95522,0.4573372183372183
Q9UL46,0.5157738095238096
P30566,0.5768149350649351
Q7Z6K3,0.5998069985569985
Q86YV0,0.5938333333333333
P55042,0.4837380952380952
Q13127,0.641244227994228
Q9P0K7,0.608579365079365
O43251,0.3981443001443001
Q9NWB1,0.6672777777777777
P62745,0.6924642857142855
Q9NRY4,0.6267698412698413
Q9NVN3,0.6140490620490621
Q7Z3J3,0.5982213064713064
Q6GYQ0,0.6520555555555556
Q6NUQ1,0.6688928571428571
P49802,0.7105515873015871
Q9Y572,0.5994801864801864
Q9NWF9,0.5946230158730158
Q9NWU5,0.6494999999999999
P12271,0.58675
O15514,0.5491269841269841
P04843,0.5430353535353536
P04844,0.6103030303030302
Q13905,0.6253327228327229
Q8TAA1,0.5215238095238096
O43567,0.6335000000000001
P62979,0.6132460317460319
P62263,0.5719837662337662
Q8N4H0,0.4664999999999999
Q9H156,0.6074999999999999
O15198,0.4001849816849816
Q8N196,0.5038095238095238
Q7Z7L1,0.4418174603174603
P21549,0.5247698412698412
Q14940,0.4671559829059829
Q13596,0.5458809523809524
O95219,0.542861111111111
O00193,0.6274935064935064
Q9P270,0.624829365079365
P62316,0.685437950937951
Q13530,0.6540982905982905
A7XYQ1,0.6676666666666666
Q6IQ16,0.6545476190476189
Q9Y6E7,0.5105897435897436
Q96JI7,0.4711666666666667
O43815,0.6560183982683983
Q9ULZ2,0.47535389610389617
Q14849,0.5231468253968253
Q9HBL0,0.578952380952381
Q9BXT4,0.46398556998557
Q8IXB3,0.4456373626373626
Q15562,0.4988095238095238
P52657,0.4651698301698301
Q96C24,0.5820732323232324
Q6XYQ8,0.5512380952380951
P59551,0.5767777777777778
Q71RG4,0.7335833333333334
Q01995,0.6772435064935064
Q9BTD3,0.5361428571428571
Q8N103,0.5281520146520147
Q15256,0.6725
Q9UNM6,0.5015659340659341
Q5T6V5,0.5895555555555555
Q9UL25,0.5667261904761905
Q9NRW1,0.5437460317460316
Q96D15,0.4733650793650794
Q9BQ04,0.49086471861471864
Q6NUK4,0.6671904761904761
P05451,0.7123571428571428
P48304,0.6299563492063492
P0C7P1,0.46083516483516485
O95980,0.5983030303030303
Q5R372,0.5155436507936507
Q96EN9,0.5869404761904762
Q9UKM9,0.7644166666666666
C9J798,0.4349974747474748
Q02833,0.5764218559218559
Q96A58,0.573515873015873
P51159,0.5952738095238095
Q5W5W9,0.5236428571428572
P09455,0.5047474747474747
P18577,0.5489141414141414
Q8TEB9,0.5019603174603176
P58872,0.5794516594516594
Q13017,0.5790170940170941
P13489,0.5692423687423686
O95153,0.5295515873015872
A6NNM3,0.5320515873015873
Q9BRS2,0.5380753968253968
O14827,0.6079447496947497
Q6ZSG1,0.5402817460317461
P62277,0.6038611111111111
P46783,0.6333955488955489
Q9BYL1,0.494968253968254
Q9BYT1,0.6819007936507936
Q70HW3,0.5026666666666667
Q6NUJ1,0.5836428571428571
Q86SG5,0.49907142857142844
Q5HYW3,0.6706904761904761
P23975,0.6710607448107447
Q6UVJ0,0.5580670995670995
P62308,0.5931071428571429
P60059,0.5070317460317461
P0C7Q5,0.6220313852813854
Q76EJ3,0.5309657287157288
Q9NP91,0.6365595238095237
Q9Y286,0.4968492063492063
A0A1B0GVV1,0.4515
Q16586,0.5585793650793651
Q5TF21,0.5300793650793652
Q86XK3,0.543357142857143
P23327,0.5971984126984128
O75602,0.5820768398268398
Q8NEF9,0.5299116161616163
P30825,0.5580515873015873
Q8N9S9,0.7001998556998557
Q9UQ35,0.6693964646464647
Q86XE0,0.6979577922077921
Q9NRP7,0.6211805555555556
Q9Y5Y6,0.5873415750915751
Q96MF2,0.5952187812187812
Q15475,0.662786852036852
P17600,0.5714880952380952
Q8TBG9,0.6208744588744589
Q9H7C4,0.6338809523809524
Q9P0T7,0.5733189033189033
Q99595,0.5450396825396825
Q9NW97,0.7191904761904762
Q8WUU8,0.5868174603174603
Q86YJ6,0.6240396825396826
Q96B77,0.49869688644688637
Q9UNS1,0.5081904761904762
Q3KNT9,0.5250872183372185
Q5SV17,0.468531746031746
